context,dialogue_id,model_name,response,annotations.relevance,am_scores,fm_scores,am_fm_scores
"yes , that's my only day off until Thursday .
ok , well , my friends and I are planning on going to the beach on Sunday . We tend to leave around noon whenever we go anywhere , so you could still sleep in . Do you want to come with us ?",dailydialog-grade_00000,transformer_generator,ok . I ' ll be there in the afternoon .,0.2944357454254621,0.08303666146610057,0.5058348293848236,0.2944357454254621
"Hello , 332440 .
Oh hello , Sally . This is Dave Thomson here . Could I speak to Jim please ?",dailydialog-grade_00001,transformer_generator,"This is Jim , please .",0.21755190382447376,0.13858303039799608,0.29652077725095144,0.21755190382447376
"If only our company prescribe flex time .
The board has been considering introducing flex time .",dailydialog-grade_00002,transformer_generator,"But it ' s not a very high - worker , but it ' s not a very high - time job .",0.19597903407608297,0.00803430945625388,0.38392375869591205,0.19597903407608297
"Thank you so much . Does he read his e-mails daily ?
Yes . He usually replies immediately .",dailydialog-grade_00003,transformer_generator,"Oh , he ' s a man of the first person . He ' s a successful successful successful man .",0.25296509295132796,0.12260422223538109,0.3833259636672748,0.25296509295132796
"I'll take a little milk , but no sugar , please . Make sure you let the tea steep a few minutes before you take the tea bag out of the cup .
Ok . What do you think about our living room ?",dailydialog-grade_00004,transformer_generator,It ' s a very good idea .,0.28043958694876325,0.11871432712007107,0.4421648467774555,0.28043958694876325
"I want to take a look at that home with the Open House flags out front .
What a wonderful neighborhood ! Can you find that house on our Open House list ?",dailydialog-grade_00005,transformer_generator,I am sorry I can ' t go there .,0.23381092823707186,0.06420713385636466,0.40341472261777905,0.23381092823707186
"Take it easy . We are going to have our own baby . You should be happy .
Yeah , I know .",dailydialog-grade_00006,transformer_generator,"Well , you know .",0.26107685528220975,0.14334558145119738,0.37880812911322215,0.26107685528220975
"Wow ! Your calligraphy is very beautiful . It was worth the wait !
Thank you . Today I'm writing a kind of poem called a Chinese couplet .",dailydialog-grade_00007,transformer_generator,It ' s so bad .,0.21311900036387843,0.060839357270138505,0.36539864345761836,0.21311900036387843
"Anything wrong with it ?
Yes . When I spread it out back home , I found this hole .",dailydialog-grade_00008,transformer_generator,How do you think it is ?,0.3063444659835542,0.09171217311180035,0.520976758855308,0.3063444659835542
"The service did not help the situation .
Is this a restaurant that you want to come back to ?",dailydialog-grade_00009,transformer_generator,I am afraid I can ' t make it .,0.25681266375800926,0.07699451872072405,0.4366308087952944,0.25681266375800926
"Well , there will be charity performance on Saturday night . And also , there will be a solo concert by an opera star on Sunday night .
It's a good thing that I have choices here . Can you tell me about the one on Saturday ?",dailydialog-grade_00010,transformer_generator,"Sure , let ' s go to the concert with a night .",0.22055683805563556,0.10006122510387687,0.34105245100739423,0.22055683805563556
"What do you think about the equipment in our company ?
We have to equip our company with a network of work stations at every office and show room as soon as possible .",dailydialog-grade_00011,transformer_generator,"We have a lot of work , but we have to work overtime . We need to work with a company .",0.30782759302184043,0.11158029794515635,0.5040748880985245,0.30782759302184043
"I shouted it back of course .
Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",dailydialog-grade_00012,transformer_generator,I ' ve been a little sick for a while . I was a little boy and I haven ' t lost my temper .,0.25048230662580157,0.01768970620182134,0.48327490704978177,0.25048230662580157
"What did they say ?
They said I need a new hard drive .",dailydialog-grade_00013,transformer_generator,They are very good .,0.1954593928087869,0.11304528112169258,0.2778735044958812,0.1954593928087869
"That is right up my alley . You say party and I'm there .
Perfect . It will be open to the public and we anticipate roughly about five to seven hundred people .",dailydialog-grade_00014,transformer_generator,Are you serious ?,0.05536445494208288,0.033893818524057595,0.07683509136010816,0.05536445494208288
"I can check that for you right now . Would you mind holding ?
Sure . No problem .",dailydialog-grade_00015,transformer_generator,I ' m afraid I can ' t .,0.24848145282101816,0.07267650231879091,0.4242864033232454,0.24848145282101816
"Oh , your precious game . You watch the same game every year , and each year your beloved hometown team loses by at least three goals !
Oh no you didn't . You didn't just insult the Sals-bury Seals , did you ? Why don't you just . just go and return all of those stupid clothes and not come back until the sales are over ?",dailydialog-grade_00016,transformer_generator,I ' m not so serious ! I ' m just gonna go to the game .,0.2616576502375947,0.06542880878606981,0.45788649168911955,0.2616576502375947
"I wasn't all that impressed by the food .
The service certainly could have been better .",dailydialog-grade_00017,transformer_generator,What do you think of the food ?,0.3120193788669191,0.10153922328321535,0.5224995344506229,0.3120193788669191
"Me ? No way , keep him away from me , please .
Why are you acting so strange today ?",dailydialog-grade_00018,transformer_generator,Because he ' s a little boy .,0.21584969303096194,0.0731148909965136,0.3585844950654103,0.21584969303096194
"Did you lend him a lot of money ?
Not much . I had to pay an unexpected bill , so I needed the money back .",dailydialog-grade_00019,transformer_generator,I didn ' t pay attention to it .,0.3138533117636581,0.08979650931045043,0.5379101142168657,0.3138533117636581
"Here you are .
Thanks . What kind of stone is this ?",dailydialog-grade_00020,transformer_generator,I ' m going to have a big fan of meat .,0.269311240934995,0.09817498966997426,0.44044749220001567,0.269311240934995
"Excuse me . Do you mind if I try this on ?
Not at all . The changing rooms are just this way .",dailydialog-grade_00021,transformer_generator,"I am sorry , but I ' m afraid I can ' t .",0.24184997567939193,0.016332675242972713,0.46736727611581114,0.24184997567939193
"Well , it's specially made of a platinum alloy , sir , and the lustre will never fade out .
I'II take them . Please wrap them up tor me and give me the receipt .",dailydialog-grade_00022,transformer_generator,OK . I ' ll take it .,0.21903593486876283,0.0992929784106881,0.3387788913268376,0.21903593486876283
"That's for the phone calls you made from your room .
Can I pay with traveller's cheques ?",dailydialog-grade_00023,transformer_generator,"Yes , I have .",0.141017309341423,0.09575759751059734,0.18627702117224867,0.141017309341423
"Yes , I have been working in the Public Relations Section of a company in the past two years . I plan the advertising campaign and cooperate the work of artists and typographers . Sometimes I have to do the work of a specialist when there's something urgent .
Do you have any practical experience as a secretary ?",dailydialog-grade_00024,transformer_generator,"I ' m not familiar with the company , but I don ' t have any other questions . I ' m not familiar with the customer . I ' m afraid I can ' t do any other things .",0.2953987953324251,0.03714988300289771,0.5536477076619525,0.2953987953324251
"How long will the induction training be ?
About two weeks .",dailydialog-grade_00025,transformer_generator,You ' re welcome .,0.15442283962771527,0.005135000665337844,0.3037106785900927,0.15442283962771527
"Yeah , about .
Do you know Chinese better now ?",dailydialog-grade_00026,transformer_generator,I know . But I know you ' re a student now .,0.18612388456520204,0.11113431718246569,0.2611134519479384,0.18612388456520204
"Hum , Edward Norton , or something like that . Did you like him ?
Yes . He was excellent . They worked well together , don't you think ?",dailydialog-grade_00027,transformer_generator,"Yes , I was a little boy .",0.16817943572511715,0.06523929588415474,0.2711195755660796,0.16817943572511715
"What sort of job would you like to take ?
I prefer a sedentary job and I used to work as an operator .",dailydialog-grade_00028,transformer_generator,What kind of job do you want ?,0.32650412175008614,0.02637179765449337,0.6266364458456789,0.32650412175008614
"Yes , I'd like a book about law .
Would you tell me the name of the book and the author ?",dailydialog-grade_00029,transformer_generator,It ' s author author .,0.11999459347165789,0.06893345981843303,0.17105572712488273,0.11999459347165789
"I like the sound of that .
Yes , that is today's sale price .",dailydialog-grade_00030,transformer_generator,"I ' m sorry , but I didn ' t expect you to pay for it .",0.328617637225572,0.0960519534906417,0.5611833209605024,0.328617637225572
"Good morning .
What does the paper say ?",dailydialog-grade_00031,transformer_generator,It means that you can only afford it .,0.2308619508118728,0.09154832868763417,0.3701755729361114,0.2308619508118728
"All right , can I have your passbook ?
Yes , here you go .",dailydialog-grade_00032,transformer_generator,I want to go to the bank .,0.2773668101481033,0.0627610224338917,0.49197259786231495,0.2773668101481033
"I'm very sorry to hear that . May I have your name and room number , please ?
Yes , it's Yao Lan . Room 406 .",dailydialog-grade_00033,transformer_generator,Thanks .,0.06199871849925085,0.1127377655277037,0.011259671470797993,0.06199871849925085
"I should tell you that I'm checking out in about 30 minutes .
I'm ready when you are , sir .",dailydialog-grade_00034,transformer_generator,I ' m afraid I ' ll be back in a minute .,0.32726223379838,0.11396009120754898,0.540564376389211,0.32726223379838
"Hello ! How do I get more amenities ?
I'm sorry , sir . I'm not sure I understand .",dailydialog-grade_00035,transformer_generator,"Well , sir , you are quite right .",0.29990772313496794,0.12859134044113252,0.4712241058288033,0.29990772313496794
"And they will yell back at you .
Yelling doesn't do any good .",dailydialog-grade_00036,transformer_generator,I ' ll go .,0.20919718410905166,0.0939810496280893,0.32441331859001404,0.20919718410905166
"The traffic is not very heavy on this high way , is it ? So I'm sure we'll make it .
No , but we'Ve got a hurry . It will be the rush hour soon .",dailydialog-grade_00037,transformer_generator,I ' m afraid we can ' t wait until the traffic jam .,0.3331094640611653,0.15702933848077663,0.509189589641554,0.3331094640611653
"What style do you want ?
I want to buy a V-neck checked sweater , and it should be tight .",dailydialog-grade_00038,transformer_generator,OK . Here you are .,0.019667471961939124,0.023495843563050272,0.01583910036082798,0.019667471961939124
"Mr . Smith , please .
Sorry , he is out .",dailydialog-grade_00039,transformer_generator,"I ' m sorry , Mr . Smith .",0.18092176359687678,0.09679388095594146,0.2650496462378121,0.18092176359687678
"Surely of course .
Here is the film . Can I get my pictures tomorrow ?",dailydialog-grade_00040,transformer_generator,Sure . What is it ?,0.10386900752473396,0.09011393076768325,0.11762408428178468,0.10386900752473396
"I need to stay home tonight and finish my term paper .
OK . What about going to the movies on Friday night ?",dailydialog-grade_00041,transformer_generator,I ' m not sure .,0.30482800251115943,0.08758663414019836,0.5220693708821205,0.30482800251115943
"Let me check . Yes , we have .
May I try it on ?",dailydialog-grade_00042,transformer_generator,Here you are .,0.0545053999153339,0.08486375094282403,0.024147048887843775,0.0545053999153339
"And they're very dear , too .
They're on special offer today .",dailydialog-grade_00043,transformer_generator,"They ' re quite different , but they ' re not going to be able to get a raise .",0.3379594621668728,0.14141437195205586,0.5345045523816897,0.3379594621668728
"You can't come any earlier than that ?
I'm sorry . That's the only available time .",dailydialog-grade_00044,transformer_generator,What time does the next time ?,0.21302390846334995,0.1183309629819735,0.3077168539447264,0.21302390846334995
"Hello .
Hi . It's Tony calling from the dentist's office . Is Lily there ?",dailydialog-grade_00045,transformer_generator,"Yes , he is .",0.22943615831427613,0.06464009961625306,0.3942322170122992,0.22943615831427613
"Excuse me . I have an appointment with Mr . Li at nine . May I come in ?
Yes , come in please . I am Mr . Li . You must be My Liu , right ?",dailydialog-grade_00046,transformer_generator,"Yes , I am . I am afraid I can ' t .",0.18995283292037698,0.037562964730727115,0.34234270111002685,0.18995283292037698
"You need a babysitter .
Yes , I'd ask Jill , the girl I've had before , but I need someone overnight . Maybe even for two nights .",dailydialog-grade_00047,transformer_generator,"I know , but I ' m a girl of my own friends .",0.24365865215111454,0.1379744344058483,0.3493428698963808,0.24365865215111454
"What is it ? What happened ?
I think someone is stalking me .",dailydialog-grade_00048,transformer_generator,"Yeah , I just got it . I just got it . I just got it .",0.287273352230501,0.09705888087410963,0.4774878235868924,0.287273352230501
"What is it used for ? I mean , why bother to get this special account ?
Group companies can use this to make their arrangement of funds flexible , when dealing with their subsidiaries .",dailydialog-grade_00049,transformer_generator,What does the company have ?,0.1222840085822083,0.0,0.2445680171644166,0.1222840085822083
"The boss wanted to pay Bob with stock options . But Bob didn't want to play that game again .
Again ?",dailydialog-grade_00050,transformer_generator,I don ' t know . I don ' t know .,0.3129057646918922,0.069977841487743,0.5558336878960414,0.3129057646918922
"Shall we drop in somewhere for a couple of drinks ?
That sounds like a good idea .",dailydialog-grade_00051,transformer_generator,What do you mean ?,0.2413352486170358,0.11669316949045175,0.36597732774361985,0.2413352486170358
"Ah , some products are successful at home , but not be popular overseas .
That's because the fashion , taste and social customs and so on vary considerably .",dailydialog-grade_00052,transformer_generator,I see . I ' ll look for you to find a job .,0.22017569650499724,0.017232807297891006,0.4231185857121035,0.22017569650499724
"How can you be so sure ?
I can tell form the way he spoke to us .",dailydialog-grade_00053,transformer_generator,I see .,0.09282997478068604,0.08687637651505077,0.09878357304632131,0.09282997478068604
"You know , I fell in love with this house the first moment I laid eyes on it .
The style of the exterior is just what I'Ve been looking for !",dailydialog-grade_00054,transformer_generator,Have you ever been to the windows ?,0.23102151563864512,0.10992305425500233,0.3521199770222879,0.23102151563864512
"I want to go traveling .
Do you have any where in mind ?",dailydialog-grade_00055,transformer_generator,I ' m not sure .,0.3213295865208997,0.10293862530674243,0.539720547735057,0.3213295865208997
"Not bad .
Say I've got two tickets for the concert this evening . Would you like to come with me ?",dailydialog-grade_00056,transformer_generator,That ' s fine .,0.2300519540302476,0.09275163800227391,0.3673522700582213,0.2300519540302476
"With everything , with everybody , with all this !
A good suggestion for you . You need a holiday .",dailydialog-grade_00057,transformer_generator,What ?,0.03922205040530547,0.07844410081061094,0.0,0.03922205040530547
"Good afternoon . I come here specially to pick up my tickets . I booked it last month . This is my reservation note .
I am terribly sorry . You didn't come to reconfirm recently . You should have come to pick up your ticket three days ago since it's an international flight , any reservation without reconfirmation within 72 hours will be cancelled .",dailydialog-grade_00058,transformer_generator,That ' s fine . We will have a reservation for us .,0.18792041476747276,0.08360498325513245,0.2922358462798131,0.18792041476747276
"Are these the clothes you want to have washed ?
Yes . When can I get them back ?",dailydialog-grade_00059,transformer_generator,"You can wash the clothes without clothes , and then you will be washed by the window .",0.16233527871756687,0.0,0.32467055743513373,0.16233527871756687
"Exactly ! I searched on the web and found a couple of HMO's with low co-pays and good coverage . The deductibles are low , too .
Sounds good , although , do you think we can qualify for insurance ? Those insurance companies are real pirates when it comes to money .",dailydialog-grade_00060,transformer_generator,"If we are not , we should start to work overtime , we should start the rest .",0.22539090103199438,0.04152950375142819,0.4092522983125606,0.22539090103199438
"Then tell me something about your background .
My major was computer science when I was at college , and I am quite familiar with Visual C + + and Java language .",dailydialog-grade_00061,transformer_generator,What ' s your computer qualifications ?,0.15404449704197637,0.07781113784099453,0.23027785624295818,0.15404449704197637
"Hi . What's your name ?
My name is Jung Min . What's your name ?",dailydialog-grade_00062,transformer_generator,It ' s Snow .,0.02227991511861014,0.04455983023722028,0.0,0.02227991511861014
"Great ! B , most of the items listed are available this year . I hope we can come to an agreement and sign the contracts , so as to enable our timely delivery .
That sounds good . But I have a proposal now .",dailydialog-grade_00063,transformer_generator,We have a problem with your business . We will be ready by Thursday .,0.1763063540635762,0.08417482346115791,0.2684378846659945,0.1763063540635762
"Why don't you watch where you're going ?
Me ? You're the one who pulled out in front of me !",dailydialog-grade_00064,transformer_generator,I ' m not sure .,0.2696159922086468,0.08130964289981224,0.45792234151748135,0.2696159922086468
"How much is that one ?
It's two hundred and eighty dollars .",dailydialog-grade_00065,transformer_generator,That ' s good .,0.24069477865287436,0.09243334887818762,0.3889562084275611,0.24069477865287436
"I need to book a plane ticket to London .
Round-trip or one-way ?",dailydialog-grade_00066,transformer_generator,When will you be arriving ?,0.23601392335855556,0.0569660201306158,0.4150618265864953,0.23601392335855556
"I don't know . But this is definitely the last straw .
Maybe you should start seeing someone else .",dailydialog-grade_00067,transformer_generator,"I ' m sorry , but I ' m not sure .",0.3257688318582697,0.12121949824279211,0.5303181654737473,0.3257688318582697
"Oh , I know a place where you might like to eat .
Is it close by ?",dailydialog-grade_00068,transformer_generator,I think you ' re right .,0.2432637456844335,0.08218837250567794,0.4043391188631891,0.2432637456844335
"That sounds good . You order the beer while I go to the bathroom . Where is the can in this place ?
It's all the way to the back . See that yellow door ?",dailydialog-grade_00069,transformer_generator,"Yes , it ' s my first time .",0.2922939866245387,0.07546417130789204,0.5091238019411853,0.2922939866245387
"I think that's just steam . Your engine's overheated .
Do you know a lot about cars ?",dailydialog-grade_00070,transformer_generator,"No , I don ' t .",0.2750805861920694,0.1004481322149595,0.4497130401691793,0.2750805861920694
"Sorry . I was too worried .
I firmly believe that you love your brother very much .",dailydialog-grade_00071,transformer_generator,"Oh , I ' m sorry . I ' ve never heard about it .",0.2557944624127413,0.10223509209970934,0.40935383272577325,0.2557944624127413
"Not really . I don't think pop music has much depth .
I see what you mean . I think that's way I like it so much .",dailydialog-grade_00072,transformer_generator,Really ? What ' s that ?,0.12667081472918534,0.10445848841176152,0.14888314104660916,0.12667081472918534
"Fine . I'll take the compact .
Alright . We have a blue Ford Focus for you , Mr . Fox . Would you like insurance ?",dailydialog-grade_00073,transformer_generator,"Yes , I ' d like to .",0.24564706191809813,0.041649964832920196,0.44964415900327603,0.24564706191809813
"Um , ninety-five dollars ?
Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ?",dailydialog-grade_00074,transformer_generator,"Well , I think it ' s a little expensive .",0.2806047941132772,0.08497784913405715,0.4762317390924972,0.2806047941132772
"I went to Salt Lake City on business . What's up ?
I got fired .",dailydialog-grade_00075,transformer_generator,Really ? Why ?,0.03422859151072078,0.06845718302144156,0.0,0.03422859151072078
"Really ? Wow with who ?
This girl I've been chatting with for the past couple of months . She's really cool and she's driving over here this weekend .",dailydialog-grade_00076,transformer_generator,"Oh , I know . I ' ve heard that she ' s going to be a good thing .",0.2913484764159084,0.10024820731080261,0.4824487455210142,0.2913484764159084
"Why aren't you eating anything else ?
Well , fruits and vegetables are very healthy .",dailydialog-grade_00077,transformer_generator,What kind of vegetables do you want to eat ?,0.33740822991357833,0.04610471106984815,0.6287117487573085,0.33740822991357833
"Lucky you ! I can't buy anything else . I'm flat broke .
I got a replace my party outfit , I trashed it last week .",dailydialog-grade_00078,transformer_generator,You did a good one . It was a little hard on me .,0.22967707238057536,0.07071051383993893,0.3886436309212118,0.22967707238057536
"It is an exhibition of Chinese jades . It is held each year . A nice collection jades of are on display and sold .
Sounds great ! Can you stop somewhere here for a minute ? I will get some souvenirs for my friends .",dailydialog-grade_00079,transformer_generator,"Oh , I am really sorry . I have been looking forward to seeing you .",0.2659498745530288,0.10473766022186992,0.4271620888841877,0.2659498745530288
"Have you ever tried shopping online ?
No , never . I prefer to actually see and touch what I'm buying before I pay for it , especially for clothes and shoes .",dailydialog-grade_00080,transformer_generator,What about the size ?,0.10515961453797087,0.0,0.21031922907594175,0.10515961453797087
"How nice of him . I'll be delighted to go . But what time would be convenient ?
If you could be ready by , say 6:30 o'clock , I'll be at the hotel to pick you up .",dailydialog-grade_00081,transformer_generator,That ' s fine .,0.22239563117183697,0.0765586607379907,0.3682326016056832,0.22239563117183697
"Barely . Will you be checking any luggage today ?
Yes , One suitcase . I also have a carry-on bag .",dailydialog-grade_00082,transformer_generator,Do you have anything to declare ?,0.21625439569232066,0.05578895773829394,0.37671983364634737,0.21625439569232066
"I'm Du Juan , in Room 312 .
I see . Wait in the room , please .",dailydialog-grade_00083,transformer_generator,OK .,0.03382776557719684,0.06765553115439368,0.0,0.03382776557719684
"What do you feel about gay marriage ?
I think everyone has the right to love who they want .",dailydialog-grade_00084,transformer_generator,They ' re really popular .,0.21739398882579353,0.12365793132336601,0.31113004632822105,0.21739398882579353
"The bartender just gave the last call . Let's order another round , okay ?
Sure , but let's get a pitcher this time We should be able to down it before they close .",dailydialog-grade_00085,transformer_generator,That ' s good . I ' ll be there .,0.2655702181343324,0.04892882206679559,0.48221161420186925,0.2655702181343324
"How do you do ? Please be seated , How is your trip here ?
Quite good , I think . I came here by bus , and it took me about 15 minutes .",dailydialog-grade_00086,transformer_generator,Really ?,0.008058132334299818,0.016116264668599636,0.0,0.008058132334299818
"Does the class start again , Mam ?
Yes , but to the heath , this break has long enough .",dailydialog-grade_00087,transformer_generator,"Yes , but I have a lot of time .",0.24287057961291794,0.062105861653940324,0.42363529757189555,0.24287057961291794
"Sure ! Are you okay ? You seem a bit worried . What's on your mind ?
We need to talk .",dailydialog-grade_00088,transformer_generator,I need to talk with you .,0.37486663034316137,0.18732819269885898,0.5624050679874637,0.37486663034316137
"Good afternoon ! Trans Pacific Airline . How can I help you ?
I'm calling to cancel my reservation for Trans Pacific Flight 8 on July 19 from Taipei to Minneapolis . Could you please make it for the same flight on August 2 instead of July 19 ?",dailydialog-grade_00089,transformer_generator,Sure . I ' m afraid you can ' t .,0.19558632421450978,0.033160856949577176,0.3580117914794424,0.19558632421450978
"Have I got a high fever ?
Yes , thirty-eight point seven . Do you have a headache , chest or throat pain ?",dailydialog-grade_00090,transformer_generator,"No , I don ' t . I don ' t have a fever .",0.29608310364448653,0.09688129839142995,0.4952849088975431,0.29608310364448653
"That one truly is a beautiful piece of work , isn't it ?
One last question",dailydialog-grade_00091,transformer_generator,"Yes , I do .",0.06677848408531123,0.08104572756521093,0.05251124060541153,0.06677848408531123
"You'll need to make an appointment .
Could I do that right now , please ?",dailydialog-grade_00092,transformer_generator,I ' m sorry . I can ' t .,0.2891183427413629,0.08952731566915709,0.4887093698135687,0.2891183427413629
"You get your bus pass ?
I'm not going to buy one .",dailydialog-grade_00093,transformer_generator,How much do you want to get ?,0.32747911352033615,0.10313717640504798,0.5518210506356244,0.32747911352033615
"You're made a good choice . This china tea set is unusual .
Where was it from ?",dailydialog-grade_00094,transformer_generator,It was great . But I didn ' t know you were in the middle of the tea .,0.23759179325182475,0.07389304355294629,0.4012905429507032,0.23759179325182475
"Well , you should come this weekend . I think you could do the climb .
Yeah , I will . See you then !",dailydialog-grade_00095,transformer_generator,See you !,0.10309759319455321,0.058411119275093036,0.14778406711401337,0.10309759319455321
"Let me guess , from Sarah . It looks like something she would drive .
You guessed right . Besides , the color violet is a little girly for me .",dailydialog-grade_00096,transformer_generator,What ?,0.03737572764666312,0.07475145529332625,0.0,0.03737572764666312
"Ms . Wang , this is Mr . Cooper , president of Ivy Publishing .
It's nice to meet you , Mr . Cooper .",dailydialog-grade_00097,transformer_generator,"Yes , I ' m glad to hear you .",0.28429920827294963,0.1720819845828688,0.3965164319630305,0.28429920827294963
"Have you ever listened to AM radio ? It's quite a different experience than the traditional news stations on TV and FM radio .
I don't remember the last time I listened to AM radio .",dailydialog-grade_00098,transformer_generator,But you should have a lot of money .,0.23757996104087906,0.021975257402319957,0.45318466467943813,0.23757996104087906
"It is too bad today .
What happened ?",dailydialog-grade_00099,transformer_generator,It was a little accident .,0.21202284562049192,0.11265902476075006,0.3113866664802338,0.21202284562049192
"Hey Tina . What are you doing ?
I was just watching TV . What's going on with you ?",dailydialog-grade_00100,transformer_generator,I ' m going to the movies .,0.3261970963257266,0.09392913422802253,0.5584650584234306,0.3261970963257266
"Here's my name card .
And here's mine .",dailydialog-grade_00101,transformer_generator,Thank you .,0.2374176192251099,0.11847955093063259,0.3563556875195872,0.2374176192251099
"Thank you ! Would you like an aisle seat or a window seat ?
An aisle seat , please . I'm tall and need to get up and walk pretty often .",dailydialog-grade_00102,transformer_generator,OK . I ' ll come back with you .,0.20528292041951357,0.04397965033452413,0.36658619050450303,0.20528292041951357
"Why doesn't he ask her ?
He is too scared to ask her .",dailydialog-grade_00103,transformer_generator,But I don ' t know .,0.20966902962729686,0.09792004022619227,0.32141801902840145,0.20966902962729686
